star_ID_pair,culture,ras,decs
"47908, 48455",western,"9.764188, 9.879398","23.774255, 26.006951"
"54872, 54879",western,"11.235138, 11.237335","20.523717, 15.429570000000002"
"39953, 42536",western,"8.158876, 8.671553999999999","-47.336588, -52.921887"
"42536, 42913",western,"8.671553999999999, 8.745059","-52.921887, -54.70882099999999"
"42913, 45941",western,"8.745059, 9.368562","-54.70882099999999, -55.010668"
"45941, 48774",western,"9.368562, 9.947708","-55.010668, -54.56779"
"48774, 52727",western,"9.947708, 10.779488","-54.56779, -49.420255"
"51986, 52727",western,"10.621717, 10.779488","-48.22562, -49.420255"
"50191, 51986",western,"10.245607, 10.621717","-42.121942, -48.22562"
"46651, 50191",western,"9.511674, 10.245607","-40.466769, -42.121942"
"44816, 46651",western,"9.133268, 9.511674","-43.432589, -40.466769"
"39953, 44816",western,"8.158876, 9.133268","-47.336588, -43.432589"
"91875, 92989",western,"18.729706, 18.944582","-38.323441, -37.343241"
"92989, 93174",western,"18.944582, 18.978721","-37.343241, -37.107357"
"93174, 93825",western,"18.978721, 19.106971","-37.107357, -37.063437"
"93825, 94114",western,"19.106971, 19.157869","-37.063437, -37.904474"
"94114, 94160",western,"19.157869, 19.167154","-37.904474, -39.34079600000001"
"94005, 94160",western,"19.139156, 19.167154","-40.496703, -39.34079600000001"
"93542, 94005",western,"19.051907, 19.139156","-42.095105, -40.496703"
"92953, 93542",western,"18.938044, 19.051907","-42.710676, -42.095105"
"90887, 91875",western,"18.539257, 18.729706","-39.704001, -38.323441"
"53740, 54682",western,"10.996244, 11.194302","-18.298783, -22.825847"
"54682, 55705",western,"11.194302, 11.414702","-22.825847, -17.68401"
"55282, 55705",western,"11.322347, 11.414702","-14.778541, -17.68401"
"53740, 55282",western,"10.996244, 11.322347","-18.298783, -14.778541"
"55282, 55687",western,"11.322347, 11.410164","-14.778541, -10.859323"
"55687, 56633",western,"11.410164, 11.611365","-10.859323, -9.802247"
"56633, 58188",western,"11.611365, 11.933599","-9.802247, -17.150829"
"57283, 58188",western,"11.746049, 11.933599","-18.350674, -17.150829"
"55705, 57283",western,"11.414702, 11.746049","-17.68401, -18.350674"
"110997, 114131",western,"22.487825, 23.11465","-43.495565, -43.520358"
"109268, 110997",western,"22.137209, 22.487825","-46.960975, -43.495565"
"109268, 112122",western,"22.137209, 22.711115","-46.960975, -46.884577"
"112122, 114421",western,"22.711115, 23.17264","-46.884577, -45.246711"
"114131, 114421",western,"23.11465, 23.17264","-43.520358, -45.246711"
"112122, 113638",western,"22.711115, 23.014677","-46.884577, -52.754137"
"112122, 112623",western,"22.711115, 22.809239","-46.884577, -51.316864"
"109111, 109268",western,"22.101914, 22.137209","-39.543353, -46.960975"
"108085, 109111",western,"21.898808, 22.101914","-37.364852, -39.543353"
"100064, 100345",western,"20.300904, 20.350187","-12.544852, -14.781367"
"100345, 104139",western,"20.350187, 21.099118","-14.781367, -17.232861"
"104139, 105515",western,"21.099118, 21.370776","-17.232861, -16.834542000000006"
"105515, 106985",western,"21.370776, 21.668181","-16.834542000000006, -16.662308"
"106985, 107556",western,"21.668181, 21.784011","-16.662308, -16.127285999999998"
"105515, 105881",western,"21.370776, 21.444452","-16.834542000000006, -22.411332"
"104139, 105881",western,"21.099118, 21.444452","-17.232861, -22.411332"
"100345, 102485",western,"20.350187, 20.76826","-14.781367, -25.270898000000006"
"102978, 104139",western,"20.863692, 21.099118","-26.919133, -17.232861"
"94779, 95853",western,"19.28504, 19.495098","53.368459, 51.729779"
"95853, 97165",western,"19.495098, 19.749574","51.729779, 45.13081"
"97165, 100453",western,"19.749574, 20.370473","45.13081, 40.256679"
"100453, 102098",western,"20.370473, 20.690532","40.256679, 45.280338"
"100453, 102488",western,"20.370473, 20.770178","40.256679, 33.970256"
"102488, 104732",western,"20.770178, 21.215607","33.970256, 30.226916"
"104732, 107310",western,"21.215607, 21.73571","30.226916, 28.742632"
"98110, 100453",western,"19.938438, 20.370473","35.083424, 40.256679"
"95947, 98110",western,"19.512023000000006, 19.938438","27.959681, 35.083424"
"69673, 71795",western,"14.261029999999998, 14.68582","19.18241, 13.7283"
"69673, 72105",western,"14.261029999999998, 14.749784","19.18241, 27.074222"
"72105, 74666",western,"14.749784, 15.258376","27.074222, 33.314833"
"73555, 74666",western,"15.032436, 15.258376","40.390566, 33.314833"
"71075, 73555",western,"14.534636, 15.032436","38.308253, 40.390566"
"71053, 71075",western,"14.5305, 14.534636","30.371437, 38.308253"
"69673, 71053",western,"14.261029999999998, 14.5305","19.18241, 30.371437"
"67927, 69673",western,"13.911411, 14.261029999999998","18.397717, 19.18241"
"67459, 67927",western,"13.824623, 13.911411","15.797904999999998, 18.397717"
"97649, 98036",western,"19.846388, 19.921887","8.868322000000003, 6.406763"
"97278, 97649",western,"19.770994, 19.846388","10.613261, 8.868322000000003"
"95501, 97649",western,"19.424972, 19.846388","3.114775, 8.868322000000003"
"95501, 97804",western,"19.424972, 19.874547","3.114775, 1.005661"
"97804, 99473",western,"19.874547, 20.188413","1.005661, -0.8214610000000001"
"93747, 95501",western,"19.090169, 19.424972","13.863478, 3.114775"
"93244, 93747",western,"18.993711, 19.090169","15.068298, 13.863478"
"93805, 95501",western,"19.10415, 19.424972","-4.882554, 3.114775"
"86032, 86742",western,"17.582241, 17.724543","12.560035, 4.567303"
"84012, 86742",western,"17.172968, 17.724543","-15.72491, 4.567303"
"83000, 86032",western,"16.961139000000006, 17.582241","9.375033, 12.560035"
"79882, 83000",western,"16.305358, 16.961139000000006","-4.692511, 9.375033"
"79882, 81377",western,"16.305358, 16.619316","-4.692511, -10.56709"
"81377, 84012",western,"16.619316, 17.172968","-10.56709, -15.72491"
"84012, 85755",western,"17.172968, 17.523598","-15.72491, -23.962643"
"85792, 88714",western,"17.530695, 18.11052","-49.876145, -50.09147700000001"
"83081, 85792",western,"16.977006, 17.530695","-55.990141, -49.876145"
"82363, 83081",western,"16.82976, 16.977006","-59.041378, -55.990141"
"82363, 85727",western,"16.82976, 17.518318","-59.041378, -60.683848"
"85267, 85727",western,"17.423239000000002, 17.518318","-56.377727, -60.683848"
"85258, 85267",western,"17.421665, 17.423239000000002","-55.529884, -56.377727"
"85258, 88714",western,"17.421665, 18.11052","-55.529884, -50.09147700000001"
"38146, 39757",western,"7.817132000000001, 8.125736999999999","-24.912208, -24.304324"
"35264, 38146",western,"7.285711, 7.817132000000001","-37.09747, -24.912208"
"31685, 35264",western,"6.629353, 7.285711","-43.195934, -37.09747"
"31685, 32768",western,"6.629353, 6.8322660000000015","-43.195934, -50.61456"
"32768, 36377",western,"6.8322660000000015, 7.4871789999999985","-50.61456, -43.301432"
"36377, 39429",western,"7.4871789999999985, 8.059737","-43.301432, -40.003148"
"39429, 39757",western,"8.059737, 8.125736999999999","-40.003148, -24.304324"
"34481, 37504",western,"7.1457880000000005, 7.697004","-70.498932, -72.606098"
"34481, 39794",western,"7.1457880000000005, 8.132173","-70.498932, -68.617062"
"37504, 39794",western,"7.697004, 8.132173","-72.606098, -68.617062"
"35228, 39794",western,"7.280508, 8.132173","-67.95715200000001, -68.617062"
"39794, 41312",western,"8.132173, 8.428951","-68.617062, -66.13689000000001"
"41312, 44382",western,"8.428951, 9.040777","-66.13689000000001, -66.39607600000001"
"39794, 44382",western,"8.132173, 9.040777","-68.617062, -66.39607600000001"
"45688, 45860",western,"9.314069, 9.350925","36.802597, 34.392562"
"44700, 45688",western,"9.108825, 9.314069","38.452215, 36.802597"
"44248, 44700",western,"9.010685, 9.108825","41.782911, 38.452215"
"41075, 44248",western,"8.380588000000001, 9.010685","43.188131, 41.782911"
"36145, 41075",western,"7.445237, 8.380588000000001","49.211527, 43.188131"
"33449, 36145",western,"6.954611999999999, 7.445237","58.422759, 49.211527"
"30060, 33449",western,"6.327052, 6.954611999999999","59.010964, 58.422759"
"11767, 85822",western,"2.52975, 17.536918","89.26410899999998, 86.58646"
"82080, 85822",western,"16.766159, 17.536918","82.037262, 86.58646"
"77055, 82080",western,"15.734298999999998, 16.766159","77.794493, 82.037262"
"77055, 79822",western,"15.734298999999998, 16.291791","77.794493, 75.75533"
"75097, 79822",western,"15.345482999999998, 16.291791","71.834016, 75.75533"
"72607, 75097",western,"14.845104999999998, 15.345482999999998","74.155505, 71.834016"
"72607, 77055",western,"14.845104999999998, 15.734298999999998","74.155505, 77.794493"
"109492, 112724",western,"22.180908, 22.82802","58.201261, 66.200408"
"106032, 112724",western,"21.477662, 22.82802","70.560716, 66.200408"
"105199, 106032",western,"21.30963, 21.477662","62.585573, 70.560716"
"105199, 109492",western,"21.30963, 22.180908","62.585573, 58.201261"
"112724, 116727",western,"22.82802, 23.65582","66.200408, 77.632276"
"106032, 116727",western,"21.477662, 23.65582","70.560716, 77.632276"
"28360, 28380",western,"5.992149, 5.995351","44.947433, 37.212585"
"24608, 28360",western,"5.27815, 5.992149","45.997991, 44.947433"
"23453, 24608",western,"5.041301, 5.27815","41.075837, 45.997991"
"23015, 23453",western,"4.9498940000000005, 5.041301","33.166090000000004, 41.075837"
"23015, 25428",western,"4.9498940000000005, 5.438198000000001","33.166090000000004, 28.60745"
"25428, 28380",western,"5.438198000000001, 5.995351","28.60745, 37.212585"
"29807, 30277",western,"6.275871, 6.368564","-35.140519, -33.4364"
"28199, 29807",western,"5.958947, 6.275871","-35.28328, -35.140519"
"27628, 28199",western,"5.849329, 5.958947","-35.768309, -35.28328"
"27628, 28328",western,"5.849329, 5.985778","-35.768309, -42.815135"
"26634, 27628",western,"5.660817, 5.849329","-34.074108, -35.768309"
"25859, 26634",western,"5.520209, 5.660817","-35.470519, -34.074108"
"29651, 30867",western,"6.247592, 6.480297","-6.274776, -7.033061999999998"
"30867, 34769",western,"6.480297, 7.197739","-7.033061999999998, -0.492764"
"30419, 34769",western,"6.396135, 7.197739","4.592865, -0.492764"
"29151, 30419",western,"6.149418, 6.396135","2.499692, 4.592865"
"34769, 39863",western,"7.197739, 8.143236","-0.492764, -2.9837860000000003"
"37447, 39863",western,"7.687454, 8.143236","-9.551131, -2.9837860000000003"
"109937, 111104",western,"22.26616, 22.508128","37.748737, 43.123376"
"111022, 111104",western,"22.492173, 22.508128","47.706887, 43.123376"
"110609, 111022",western,"22.408609, 22.492173","49.476392, 47.706887"
"110538, 110609",western,"22.392675, 22.408609","52.229046, 49.476392"
"110538, 111169",western,"22.392675, 22.521515","52.229046, 50.282491"
"111022, 111169",western,"22.492173, 22.521515","47.706887, 50.282491"
"111954, 113368",western,"22.677594, 22.960838","-27.043617, -29.622236"
"108661, 111954",western,"22.013951, 22.677594","-28.453736, -27.043617"
"107608, 108661",western,"21.795598, 22.013951","-30.898304, -28.453736"
"107608, 109422",western,"21.795598, 22.169093","-30.898304, -32.548407"
"109422, 111188",western,"22.169093, 22.52509","-32.548407, -32.346073"
"111188, 113246",western,"22.52509, 22.932472","-32.346073, -32.539628"
"75695, 76127",western,"15.463818, 15.548829","29.105703, 31.359133"
"75695, 76267",western,"15.463818, 15.578128","29.105703, 26.714693"
"76267, 76952",western,"15.578128, 15.712381","26.714693, 26.295637"
"76952, 77512",western,"15.712381, 15.826570000000002","26.295637, 26.068394"
"77512, 78159",western,"15.826570000000002, 15.959794","26.068394, 26.87788"
"78159, 78493",western,"15.959794, 16.024047","26.87788, 29.851061"
"60965, 61174",western,"12.497739, 12.53451","-16.515432, -16.196007"
"59803, 60965",western,"12.263437, 12.497739","-17.541929, -16.515432"
"59316, 59803",western,"12.168746, 12.263437","-22.619766, -17.541929"
"59199, 59316",western,"12.140225, 12.168746","-24.728875, -22.619766"
"59316, 61359",western,"12.168746, 12.573121","-22.619766, -23.396759"
"60965, 61359",western,"12.497739, 12.573121","-16.515432, -23.396759"
"42806, 43103",western,"8.721430999999999, 8.778284","21.468501, 28.759898"
"40843, 42806",western,"8.334406, 8.721430999999999","27.217707, 21.468501"
"42806, 42911",western,"8.721430999999999, 8.74475","21.468501, 18.154309"
"40526, 42911",western,"8.275256, 8.74475","9.185545, 18.154309"
"42911, 44066",western,"8.74475, 8.974784","18.154309, 11.857701"
"92175, 92202",western,"18.786242, 18.791375","-4.7478669999999985, -5.705147"
"92202, 92814",western,"18.791375, 18.911976","-5.705147, -15.603036"
"90595, 92814",western,"18.486626, 18.911976","-14.565813, -15.603036"
"90595, 91117",western,"18.486626, 18.586785","-14.565813, -8.244073"
"91117, 92175",western,"18.586785, 18.786242","-8.244073, -4.7478669999999985"
"76333, 77853",western,"15.592104999999998, 15.897093","-14.789537, -16.729293"
"74785, 76333",western,"15.283449, 15.592104999999998","-9.382917, -14.789537"
"72622, 74785",western,"14.847976999999998, 15.283449","-16.041778, -9.382917"
"72622, 73714",western,"14.847976999999998, 15.067839","-16.041778, -25.281965"
"73714, 76333",western,"15.067839, 15.592104999999998","-25.281965, -14.789537"
"91262, 91971",western,"18.61564, 18.746209","38.783692, 37.60511500000001"
"91971, 92420",western,"18.746209, 18.834665","37.60511500000001, 33.362667"
"92420, 93194",western,"18.834665, 18.982395","33.362667, 32.689557"
"92791, 93194",western,"18.908412, 18.982395","36.898613, 32.689557"
"91971, 92791",western,"18.746209, 18.908412","37.60511500000001, 36.898613"
"79509, 80000",western,"16.224648000000002, 16.330687","-54.630467, -50.15550800000001"
"80000, 80582",western,"16.330687, 16.453067","-50.15550800000001, -47.554786"
"78639, 80582",western,"16.053579, 16.453067","-49.229695, -47.554786"
"78639, 80000",western,"16.053579, 16.330687","-49.229695, -50.15550800000001"
"78639, 79509",western,"16.053579, 16.224648000000002","-49.229695, -54.630467"
"101421, 101769",western,"20.553547, 20.625816","11.303263, 14.595087"
"101769, 101958",western,"20.625816, 20.660635","14.595087, 15.912072"
"101958, 102532",western,"20.660635, 20.77764","15.912072, 16.124295999999998"
"102281, 102532",western,"20.724315, 20.77764","15.074581, 16.124295999999998"
"101769, 102281",western,"20.625816, 20.724315","14.595087, 15.074581"
"16228, 18505",western,"3.484482, 3.957067","59.94033, 63.072264"
"18505, 22783",western,"3.957067, 4.900836","63.072264, 66.342678"
"16228, 17959",western,"3.484482, 3.839302","59.94033, 71.332266"
"17959, 22783",western,"3.839302, 4.900836","71.332266, 66.342678"
"17959, 25110",western,"3.839302, 5.376036","71.332266, 79.231149"
"27100, 27890",western,"5.7462230000000005, 5.901658","-65.73552600000001, -63.089627"
"26069, 27890",western,"5.560421, 5.901658","-62.489825, -63.089627"
"26069, 27100",western,"5.560421, 5.7462230000000005","-62.489825, -65.73552600000001"
"21281, 26069",western,"4.566598, 5.560421","-55.044975, -62.489825"
"19893, 21281",western,"4.267097, 4.566598","-51.486648, -55.044975"
"677, 3092",western,"0.139791, 0.655462","29.090432, 30.861024"
"3092, 5447",western,"0.655462, 1.162194","30.861024, 35.620558"
"5447, 9640",western,"1.162194, 2.064984","35.620558, 42.329725"
"4436, 5447",western,"0.945885, 1.162194","38.499345, 35.620558"
"3881, 4436",western,"0.830234, 0.945885","41.078911, 38.499345"
"6686, 8886",western,"1.430216, 1.906584","60.235283, 63.670101"
"4427, 6686",western,"0.945143, 1.430216","60.71674, 60.235283"
"3179, 4427",western,"0.6751159999999999, 0.945143","56.53733100000001, 60.71674"
"746, 3179",western,"0.152887, 0.6751159999999999","59.14978000000001, 56.53733100000001"
"19780, 19921",western,"4.240404, 4.274738","-62.47385799999999, -59.302156"
"18597, 19921",western,"3.979095, 4.274738","-61.400185, -59.302156"
"17440, 18597",western,"3.736593, 3.979095","-64.806903, -61.400185"
"17440, 19780",western,"3.736593, 4.240404","-64.806903, -62.47385799999999"
"51233, 53229",western,"10.464727, 10.888526","36.707212, 34.214871"
"49593, 51233",western,"10.123821, 10.464727","35.244693, 36.707212"
"46952, 49593",western,"9.570384, 10.123821","36.397558, 35.244693"
"49593, 53229",western,"10.123821, 10.888526","35.244693, 34.214871"
"104521, 104858",western,"21.172361, 21.241337","10.131579, 10.006981"
"104858, 105570",western,"21.241337, 21.381559","10.006981, 6.811139999999999"
"104987, 105570",western,"21.263731, 21.381559","5.247845, 6.811139999999999"
"104521, 104987",western,"21.172361, 21.263731","10.131579, 5.247845"
"2021, 17678",western,"0.427916, 3.787295","-77.25424699999998, -74.238962"
"12394, 17678",western,"2.659799, 3.787295","-68.26694599999999, -74.238962"
"11001, 12394",western,"2.362498, 2.659799","-68.659418, -68.26694599999999"
"9236, 11001",western,"1.979451, 2.362498","-61.569859, -68.659418"
"96837, 97365",western,"19.68415, 19.789795","17.476041, 18.534286"
"96757, 97365",western,"19.668275, 19.789795","18.01389, 18.534286"
"97365, 98337",western,"19.789795, 19.979285","18.534286, 19.492148"
